tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2019-01-28,76,FİAT,500,2015,122349,439,1141
2018-03-30,43,MERCEDES,E200,2008,3257,915,1541
2019-01-05,1,TESLA,S350,2004,90203,149,1761
2019-04-18,47,WOLKSWAGEN,E200,2013,110346,4679,663
2019-02-03,14,VOLVO,E200,2001,94234,1154,518
2019-11-08,56,FORD,A180,2012,186132,6744,1846
2019-06-21,16,TOFAS,KARTAL,2015,189127,120,825
2018-11-16,36,SAAB,A180,2016,63432,2112,1408
2019-02-28,69,TOFAS,KARTAL,2000,181291,4187,626
2018-04-28,11,BMW,A180,2014,103549,9455,1598
2019-09-03,80,FORD,S350,2016,135711,9464,1876
2019-06-27,55,AUDİ,E200,2010,21796,4040,632
2019-12-31,21,SAAB,S350,2015,21568,6572,602
2018-12-11,48,FORD,S350,2004,104902,8729,937
2018-12-19,19,VOLVO,A180,2008,185547,9237,1016
2019-06-13,11,TESLA,A180,2005,118396,2572,1792
2018-01-28,74,AUDİ,S600,2010,94383,4744,1153
2018-10-02,12,WOLKSWAGEN,S350,2007,78603,1780,1350
2018-12-05,32,VOLVO,S350,2015,120615,6083,1825
2018-07-07,48,WOLKSWAGEN,S600,2010,167893,6538,949
2019-02-16,36,AUDİ,E200,2009,99214,1066,1644
2019-09-20,48,VOLVO,S600,2007,106322,6295,494
2018-05-02,74,BMW,E200,2005,120503,3554,272
2018-04-05,48,MERCEDES,E200,2010,121717,7232,1296
2018-06-09,3,TOFAS,DOGAN,2005,138864,8509,634
2019-11-23,21,SAAB,A180,2011,123420,2536,779
2018-08-24,33,TOFAS,KARTAL,2012,97069,1877,1713
2018-11-13,43,FORD,S350,2007,157415,417,1149
2019-04-18,59,VOLVO,A180,2015,159948,3016,1393
2019-04-17,55,TOFAS,KARTAL,2003,2599,2481,859
2019-06-26,53,TESLA,E200,2001,74320,5578,1844
2019-11-25,71,MERCEDES,S600,2004,49700,4625,1231
2019-09-27,29,FORD,S350,2000,35269,8781,820
2019-02-10,65,WOLKSWAGEN,E200,2010,21448,8999,1469
2018-09-18,50,SAAB,S600,2014,16768,9876,1402
2018-06-24,32,VOLVO,E200,2006,191389,214,1666
2018-11-30,14,MERCEDES,S350,2016,8014,58,300
2018-08-30,50,MERCEDES,E200,2006,173404,8270,938
2019-09-19,5,FORD,S350,2007,50074,1383,886
2019-09-19,11,FORD,E200,2005,142868,892,1342
2019-02-18,30,TOFAS,KARTAL,2003,98086,2438,1550
2018-07-12,68,VOLVO,S600,2007,63626,6671,1326
2018-04-11,49,FİAT,DOBLO,2017,34959,2453,1555
2019-12-21,10,VOLVO,E200,2008,69096,8660,349
2018-03-10,62,TOFAS,SAHIN,2006,118028,3218,305
2019-06-18,71,FİAT,EGEA,2015,177472,824,972
2019-03-21,4,TESLA,E200,2004,13741,3487,1826
2018-08-21,54,MERCEDES,S600,2000,57487,9045,292
2018-01-14,45,FORD,A180,2005,146796,7405,291
2018-08-07,38,TOFAS,KARTAL,2014,170437,711,747
2019-08-02,40,TESLA,S600,2003,129776,8920,1776
2018-07-31,20,VOLVO,E200,2013,76535,7448,1126
2019-11-21,7,TESLA,E200,2017,35272,564,1771
2018-08-19,57,AUDİ,A180,2000,192157,4991,819
2018-08-08,6,TOFAS,SAHIN,2010,176254,5128,1032
2019-05-09,48,AUDİ,E200,2001,75483,1110,1868
2019-05-19,34,BMW,S600,2008,9505,1311,922
2018-11-07,33,SAAB,A180,2001,103026,3291,1907
2019-06-02,79,TOFAS,SAHIN,2007,169812,3674,1993
2018-04-15,68,MERCEDES,E200,2012,112862,3045,273
2019-11-10,53,FİAT,DOBLO,2014,108464,3337,715
2018-08-12,18,TESLA,E200,2001,16671,7019,629
2019-03-12,6,AUDİ,A180,2015,165488,460,270
2019-12-27,19,SAAB,S350,2009,40376,8614,1983
2018-05-11,7,TOFAS,DOGAN,2005,172741,9657,1989
2019-08-18,2,FİAT,DOBLO,2004,142574,2638,361
2018-05-17,13,WOLKSWAGEN,E200,2003,80454,1706,1966
2018-01-27,12,BMW,S350,2005,137801,1715,1940
2018-12-07,30,MERCEDES,E200,2005,177879,2083,1183
2019-06-21,49,BMW,S350,2015,65842,7045,1957
2019-07-27,29,FORD,A180,2017,113470,8062,1161
2019-12-31,4,TOFAS,SAHIN,2014,126460,8498,968
2019-11-11,13,TESLA,A180,2006,84155,5596,599
2018-07-13,56,AUDİ,E200,2008,117823,1563,760
2019-05-08,52,AUDİ,E200,2003,158736,8191,917
2019-05-14,66,FORD,S350,2006,151991,7786,1131
2018-07-23,70,MERCEDES,S350,2015,82417,7086,1312
2018-01-31,60,MERCEDES,S600,2016,50457,9358,1078
2018-09-28,15,TESLA,A180,2011,151538,2185,1422
2019-03-02,16,TESLA,E200,2008,158323,4422,1184
2019-11-20,28,AUDİ,A180,2002,13934,7595,1769
2018-07-24,47,BMW,E200,2011,185605,371,996
2018-08-09,53,WOLKSWAGEN,E200,2003,67606,8748,895
2018-08-27,26,FORD,A180,2015,103557,6945,1966
2019-10-23,81,VOLVO,A180,2014,51890,7764,1055
2019-12-01,23,AUDİ,E200,2012,67998,9907,1704
2019-01-27,21,SAAB,E200,2011,26488,102,1712
2018-08-25,3,WOLKSWAGEN,S600,2003,77117,1274,1603
2019-04-10,32,TESLA,A180,2004,57413,9923,446
2019-03-04,44,WOLKSWAGEN,S600,2011,147479,8738,1416
2018-05-16,68,TOFAS,SAHIN,2005,151314,3290,1477
2019-10-01,68,FİAT,DOBLO,2009,178854,6925,922
2019-08-26,62,FİAT,EGEA,2014,122008,4166,1319
2019-08-20,21,WOLKSWAGEN,S600,2004,33555,2339,1023
2019-04-16,17,VOLVO,A180,2008,94324,1851,333
2018-12-26,53,WOLKSWAGEN,E200,2000,37657,4794,291
2019-05-03,39,AUDİ,A180,2015,105327,735,1256
2018-12-11,46,VOLVO,S600,2008,180728,9135,1909
2018-05-07,2,WOLKSWAGEN,E200,2012,36512,7110,465
2018-05-18,48,MERCEDES,S600,2007,18200,7778,273
2019-07-27,67,AUDİ,S600,2017,39518,6125,1792
2018-05-20,47,AUDİ,S600,2001,143154,9761,658
2019-09-05,10,MERCEDES,E200,2017,59505,3037,1212
2019-07-30,4,FİAT,DOBLO,2011,161272,6249,1641
2018-04-22,27,MERCEDES,S600,2012,195471,5679,1521
2019-01-31,25,MERCEDES,S350,2005,86244,8708,807
2018-03-17,50,MERCEDES,A180,2011,37328,2188,1927
2019-09-17,49,WOLKSWAGEN,A180,2010,94467,3317,1672
2018-09-09,47,SAAB,S600,2010,113396,8497,1238
2018-10-11,32,FORD,E200,2002,121104,4575,1843
2019-11-29,37,FİAT,EGEA,2016,103307,4604,1896
2018-12-06,17,SAAB,S350,2004,29214,4206,657
2018-09-22,44,FORD,S350,2008,81367,7391,967
2019-08-10,76,AUDİ,A180,2017,108752,1315,1649
2018-12-20,38,SAAB,E200,2013,148393,1370,1935
2018-07-14,18,VOLVO,S600,2002,46732,8619,1159
2019-12-14,40,VOLVO,A180,2006,28530,5665,720
2019-08-18,48,WOLKSWAGEN,S350,2010,28522,4025,352
2019-12-28,43,TESLA,S350,2012,21013,6253,434
2018-04-30,36,FİAT,EGEA,2011,189652,6696,897
2018-03-02,72,TESLA,S350,2013,114277,544,606
2018-05-05,37,AUDİ,A180,2001,129764,2498,1307
2019-12-26,32,MERCEDES,S350,2012,160973,9212,1703
2019-12-14,59,VOLVO,A180,2013,141690,359,824
2019-03-05,68,TOFAS,SAHIN,2003,153143,5160,349
2018-03-05,81,SAAB,S350,2015,164670,6665,1126
2019-01-31,31,AUDİ,S350,2007,35781,7141,887
2018-08-24,20,BMW,S600,2009,190248,2231,1214
2019-05-04,50,BMW,E200,2016,142284,263,1947
2019-09-12,65,BMW,E200,2013,80585,1788,1216
2018-03-13,18,MERCEDES,S600,2005,173690,6776,1605
2019-02-12,53,TOFAS,DOGAN,2010,70762,5305,1100
2018-09-02,22,SAAB,S350,2015,57435,9667,518
2018-07-05,81,SAAB,S350,2017,159086,6004,1066
2019-08-18,17,FİAT,500L,2001,40894,7231,412
2019-06-10,22,TOFAS,DOGAN,2013,192841,4121,1924
2018-08-27,2,MERCEDES,S600,2002,60101,5392,1311
2018-03-17,17,AUDİ,S350,2009,35624,6831,1272
2018-04-12,69,TOFAS,SAHIN,2003,171315,8853,926
2019-09-02,6,SAAB,S600,2009,38370,9134,1269
2018-08-10,75,TOFAS,SAHIN,2017,8837,3531,881
2018-04-09,63,WOLKSWAGEN,S350,2007,160719,9939,435
2019-08-30,73,BMW,S350,2017,97581,6005,1526
2018-05-14,26,TOFAS,DOGAN,2004,26160,9843,577
2018-12-21,19,VOLVO,A180,2011,54543,7228,1219
2019-08-31,54,FORD,S350,2011,159427,4567,942
2018-02-12,40,TESLA,E200,2009,163868,7112,1297
2019-01-05,29,BMW,A180,2001,185067,389,1449
2018-09-12,2,WOLKSWAGEN,A180,2014,57591,5748,1293
2019-09-23,71,BMW,S600,2008,60475,3371,556
2018-01-01,32,TESLA,S350,2009,4757,130,1576
2018-08-25,35,FORD,E200,2001,182858,2037,566
2018-02-17,67,VOLVO,E200,2002,87781,1142,861
2019-08-11,7,AUDİ,S600,2005,131956,3145,1578
2019-12-29,41,VOLVO,S600,2001,150885,2698,629
2018-12-05,53,TESLA,S350,2004,181671,4912,1913
2018-09-12,9,WOLKSWAGEN,E200,2004,195165,1743,1416
2019-10-18,10,VOLVO,S600,2009,192713,2118,1771
2018-02-09,38,WOLKSWAGEN,A180,2002,159086,1498,1638
2019-09-14,66,AUDİ,E200,2002,97625,2682,921
2018-01-03,12,FORD,S350,2006,125917,9012,682
2019-04-10,42,FİAT,500L,2014,27379,636,1172
2018-12-07,56,MERCEDES,S600,2005,146357,1946,991
2019-04-06,31,AUDİ,A180,2002,117561,3413,1378
2019-12-11,57,VOLVO,A180,2001,164258,8690,1414
2018-01-09,53,FİAT,DOBLO,2006,198484,336,1372
2018-04-22,51,TOFAS,KARTAL,2017,116166,3253,530
2018-12-14,75,AUDİ,S600,2016,31030,3984,707
2019-06-25,16,FORD,A180,2008,113920,7656,1470
2018-10-17,3,AUDİ,A180,2011,103342,763,1451
2019-03-11,40,BMW,S350,2008,199576,7026,536
2018-01-22,66,WOLKSWAGEN,E200,2010,191500,8694,821
2019-01-20,80,BMW,S600,2014,24929,446,1433
2019-02-04,1,WOLKSWAGEN,S600,2009,78553,8015,606
2018-08-10,80,FORD,A180,2006,184464,6254,283
2018-09-26,13,FİAT,500L,2012,195242,6130,891
2019-02-22,50,FORD,S600,2010,5288,7052,1699
2018-09-11,18,MERCEDES,S350,2003,130066,1964,922
2019-02-05,36,MERCEDES,S600,2007,32118,330,1113
2018-05-18,7,VOLVO,E200,2015,15432,4305,1079
2019-06-09,20,AUDİ,E200,2004,5624,4060,542
2019-12-02,62,TESLA,A180,2012,133754,9179,784
2018-08-31,77,FORD,S600,2011,55349,8373,358
2019-10-08,77,TOFAS,SAHIN,2016,198550,6099,1642
2019-06-07,63,TOFAS,SAHIN,2002,138453,3173,1657
2019-08-29,64,TESLA,S350,2016,190630,6232,567
2018-04-18,58,SAAB,S600,2017,199731,8170,1066
2019-01-12,56,FİAT,EGEA,2008,153448,5321,1021
2018-01-24,79,TESLA,A180,2017,21748,4463,1955
2018-10-15,75,SAAB,E200,2009,169828,2888,522
2019-06-29,11,FORD,E200,2011,109382,905,1344
2018-05-09,76,FORD,E200,2010,21108,5290,456
2019-11-10,24,AUDİ,S600,2016,18476,4428,729
2019-03-22,2,FİAT,500,2010,176418,4299,494
2019-03-09,28,AUDİ,E200,2001,185059,6209,1700
2019-05-22,21,TOFAS,DOGAN,2010,88592,8386,391
2019-03-06,67,SAAB,E200,2004,165496,8612,954
2019-12-22,72,TESLA,S350,2006,96340,4147,1776
2019-10-08,29,AUDİ,S600,2007,40090,1204,1839
2018-09-13,28,SAAB,S350,2015,71032,8568,1127
2019-03-03,80,FİAT,DOBLO,2008,47351,8363,1572
2019-10-16,63,FİAT,DOBLO,2013,22097,152,1276
2018-10-15,75,SAAB,S600,2003,36033,8623,1687
2018-08-15,73,SAAB,S600,2004,89342,7750,1863
2018-03-10,70,WOLKSWAGEN,E200,2005,113298,8595,653
2018-08-03,5,BMW,S600,2003,96287,3634,1222
2018-12-15,30,TOFAS,DOGAN,2006,12091,4845,610
2019-01-12,45,FİAT,500,2014,60133,6993,886
2019-05-29,15,MERCEDES,A180,2007,61038,3508,882
2019-06-02,37,FİAT,DOBLO,2004,33479,8462,760
2019-03-27,68,BMW,E200,2010,82817,8182,432
2018-02-11,46,FİAT,500L,2003,187425,6767,868
2018-02-07,72,BMW,E200,2001,14294,658,851
2018-07-18,13,SAAB,S350,2000,34490,9670,677
2019-11-16,74,MERCEDES,S350,2004,108557,8714,1956
2018-01-19,46,TOFAS,SAHIN,2008,143961,1557,1848
2019-06-07,49,AUDİ,S350,2000,48679,366,1543
2019-06-16,8,FİAT,DOBLO,2008,147473,2329,277
2019-05-17,80,BMW,A180,2002,197791,5706,1190
2018-11-21,23,SAAB,S350,2012,104594,5912,1588
2018-12-02,76,FORD,A180,2000,146569,3732,1284
2018-03-08,49,TOFAS,SAHIN,2003,26785,4343,1141
2019-06-29,47,FORD,S350,2012,118335,2949,268
2018-10-24,74,WOLKSWAGEN,A180,2004,110153,3747,725
2018-06-07,64,TESLA,A180,2000,170119,9261,827
2018-03-19,4,FORD,S600,2017,131535,8733,566
2019-05-04,54,BMW,A180,2006,41560,3876,366
2019-04-14,50,BMW,E200,2014,174756,7077,1882
2019-12-03,30,WOLKSWAGEN,S600,2003,10967,5587,1497
2018-07-22,4,SAAB,S600,2017,109939,5212,1868
2019-05-25,30,FİAT,EGEA,2005,199726,9084,1942
2018-12-17,23,BMW,E200,2009,67431,3038,1792
2019-08-16,57,WOLKSWAGEN,E200,2007,39546,6175,542
2019-02-06,39,SAAB,S600,2013,140651,9639,1467
2019-10-09,78,MERCEDES,S600,2014,65501,8122,1810
2018-10-18,26,SAAB,S350,2003,23620,7186,383
2018-11-23,28,WOLKSWAGEN,S350,2006,28301,3868,1972
2018-01-22,38,TESLA,S600,2002,142377,6852,687
2019-07-06,78,AUDİ,S600,2007,35278,339,921
2018-12-04,10,VOLVO,E200,2012,171985,6927,681
2019-04-07,35,FİAT,500L,2017,190741,2707,521
2019-01-02,37,SAAB,S350,2007,134358,1010,1881
2019-03-06,8,TESLA,A180,2001,155622,8020,400
2018-10-28,2,TOFAS,KARTAL,2007,49544,2916,1300
2019-08-02,63,BMW,A180,2008,142493,2562,655
2019-12-09,54,AUDİ,E200,2004,120795,7224,1442
2019-05-04,80,TESLA,A180,2015,68303,6526,1283
2019-07-31,70,MERCEDES,A180,2012,65058,862,1995
2018-07-31,59,FORD,A180,2014,147441,4633,1647
2019-10-04,25,SAAB,S350,2013,97131,4407,1852
2019-01-09,27,FİAT,DOBLO,2011,32677,262,650
2018-05-02,5,SAAB,A180,2007,136043,6404,1293
2019-03-06,23,MERCEDES,A180,2007,139564,3036,1531
2018-01-24,77,VOLVO,A180,2003,144766,3316,1381
2018-01-23,64,MERCEDES,A180,2005,43487,7020,1649
2018-11-10,25,VOLVO,S600,2004,183832,8025,435
2019-04-03,21,SAAB,E200,2015,50840,6739,1216
2019-03-15,61,FORD,A180,2010,153299,9199,1898
2019-01-21,28,TOFAS,SAHIN,2014,144331,4108,1932
2018-01-07,36,VOLVO,E200,2008,67213,2291,1371
2019-10-09,50,FİAT,DOBLO,2004,135156,2644,1517
2019-02-15,74,VOLVO,S600,2005,11943,201,1733
2018-09-09,22,WOLKSWAGEN,A180,2017,141526,8926,1535
2019-04-25,8,AUDİ,E200,2006,39101,8780,316
2018-09-09,54,FİAT,EGEA,2002,166624,5412,1683
2018-07-26,10,MERCEDES,S350,2014,192843,2300,1568
2018-09-21,46,FİAT,EGEA,2012,50245,4348,1334
2018-02-06,71,SAAB,A180,2002,185324,5288,1481
2019-10-12,21,VOLVO,A180,2002,150735,1910,1122
2018-03-23,49,TESLA,A180,2012,28200,3931,1805
2019-02-01,53,TOFAS,SAHIN,2003,32453,245,1610
2018-07-31,57,VOLVO,E200,2012,121046,1284,704
2019-06-22,70,MERCEDES,S350,2011,114724,9331,1172
2019-03-26,40,FİAT,EGEA,2007,173062,3144,1901
2018-07-07,37,MERCEDES,A180,2006,175784,4331,966
2019-06-02,66,TESLA,E200,2009,134573,7647,268
2019-04-10,21,SAAB,S600,2009,23262,2676,1908
2019-10-12,60,FORD,S350,2000,173067,8179,1755
2018-11-07,73,BMW,S600,2003,176681,4392,1208
2018-05-19,64,VOLVO,A180,2016,164897,704,379
2018-04-02,75,FİAT,500,2017,91600,9693,1918
2019-02-20,50,TOFAS,KARTAL,2010,151071,8742,1790
2019-02-28,67,TOFAS,KARTAL,2002,5705,3596,388
2019-01-01,14,BMW,E200,2004,145407,7122,1988
2019-03-07,6,AUDİ,A180,2012,148030,5581,721
2018-03-07,28,SAAB,A180,2007,7222,7718,1994
2019-05-11,13,MERCEDES,S600,2017,75877,3050,1183
2018-11-20,30,FİAT,EGEA,2000,80997,2115,451
2018-05-23,3,BMW,A180,2007,34530,4479,1033
2018-11-07,65,FORD,E200,2014,45027,1323,1131
2018-12-27,37,MERCEDES,E200,2015,188843,5620,999
2018-05-11,3,SAAB,S350,2009,129249,2958,321
2019-07-11,10,FORD,E200,2011,35503,5677,1690
2018-02-01,2,WOLKSWAGEN,E200,2006,198859,4123,1753
2018-01-07,45,FİAT,500,2017,127570,5690,1954
2019-11-08,39,TOFAS,DOGAN,2010,51563,6065,1692
2018-07-19,19,FORD,A180,2004,164180,3003,1831
2018-03-05,14,BMW,S350,2005,57045,2863,708
2018-09-25,42,TOFAS,KARTAL,2015,113797,4470,557
2019-04-26,64,AUDİ,A180,2002,59379,6530,726
2018-03-17,51,VOLVO,S350,2014,124861,6267,262
2019-12-15,48,MERCEDES,A180,2013,171292,2409,1379
2018-05-05,35,WOLKSWAGEN,S600,2011,60094,8896,1521
2019-12-07,20,FİAT,500,2008,154002,4530,1271
2018-12-27,35,FİAT,500,2013,22277,7851,1531
2019-03-28,2,FORD,E200,2005,181193,3484,1018
2019-04-12,59,VOLVO,E200,2016,71138,2456,965
2018-10-09,16,MERCEDES,A180,2015,85535,533,825
2018-04-22,58,TESLA,S600,2006,125150,2353,1704
2019-12-03,28,MERCEDES,A180,2010,153305,5407,1325
2019-01-25,34,BMW,A180,2015,1750,9568,966
2019-01-25,11,TESLA,A180,2006,81947,9724,1429
2018-07-01,20,BMW,E200,2012,127062,5067,315
2019-08-09,45,SAAB,A180,2013,179061,1005,1089
2018-04-08,6,AUDİ,S350,2004,128804,6529,1856
2018-07-04,32,FİAT,DOBLO,2006,17812,549,969
2019-08-30,54,MERCEDES,A180,2004,187727,3055,1166
2019-06-26,75,TOFAS,SAHIN,2001,88960,1815,463
2019-02-12,64,FORD,S600,2012,69038,3433,1840
2019-11-30,29,MERCEDES,S600,2002,141410,2309,727
2018-02-17,30,SAAB,A180,2011,128011,3443,438
2019-08-21,53,BMW,E200,2005,5695,2947,1649
2019-09-23,31,TOFAS,SAHIN,2010,70343,6195,307
2018-01-13,37,FORD,A180,2013,109046,6636,1096
2018-07-24,80,FORD,E200,2015,22194,3334,976
2018-02-04,1,BMW,A180,2014,197359,5909,1673
2019-06-10,12,MERCEDES,S350,2006,39420,5167,1753
2018-09-12,68,MERCEDES,E200,2016,20577,9539,1619
2019-09-30,73,FORD,A180,2011,41178,2753,482
2019-01-14,47,TESLA,S350,2014,97410,1310,1752
2018-07-09,12,TOFAS,DOGAN,2009,9375,5458,1624
2018-07-06,49,AUDİ,A180,2006,150804,8039,1409
2018-03-31,13,TESLA,A180,2010,191465,5454,1306
2019-07-26,66,VOLVO,A180,2006,157656,9419,1724
2019-04-02,16,FORD,S350,2005,10721,1197,1516
2019-12-08,62,VOLVO,S350,2006,9843,2880,348
2019-06-11,2,TESLA,E200,2017,12203,5137,915
2019-02-11,79,AUDİ,A180,2001,70996,9640,1301
2019-01-19,42,FİAT,EGEA,2001,65019,6084,1783
2018-11-26,74,MERCEDES,S350,2011,100704,5557,1411
2019-10-06,68,TESLA,S600,2007,40966,1294,946
2019-09-24,24,FİAT,500L,2013,29346,111,704
2018-12-25,50,FİAT,500L,2007,109173,3259,1629
2019-08-29,61,AUDİ,S350,2004,53955,9409,1053
2018-03-17,48,TOFAS,DOGAN,2000,76100,5055,1510
2018-02-08,56,TESLA,A180,2001,131205,4973,1129
2018-02-26,23,MERCEDES,A180,2006,169746,1086,272
2019-12-12,62,BMW,S600,2012,58643,8968,685
2018-08-14,61,TESLA,A180,2004,140807,215,1935
2019-06-04,51,SAAB,S350,2011,53533,7443,1283
2018-04-20,22,FİAT,EGEA,2014,127619,9413,1652
2019-04-02,21,TESLA,A180,2012,63941,8591,1817
2019-09-06,24,TESLA,A180,2012,93182,1409,264
2018-04-27,8,FORD,S600,2012,46852,8894,1389
2018-03-24,18,TOFAS,SAHIN,2010,74774,7783,363
2019-03-03,12,BMW,S350,2005,15393,1992,412
2019-12-30,80,FORD,A180,2010,42621,60,948
2019-09-08,49,BMW,S600,2012,120965,7556,1891
2018-11-05,39,AUDİ,S600,2011,119127,556,1110
2019-12-18,67,AUDİ,E200,2008,150854,5419,1349
2019-06-11,49,VOLVO,S350,2005,67966,2195,899
2019-07-05,20,SAAB,E200,2001,121967,4786,1968
2019-09-06,72,FORD,E200,2011,72589,4505,740
2018-10-08,78,SAAB,S350,2013,54012,8118,1432
2019-08-09,56,BMW,A180,2009,42411,3546,1052
2019-09-18,67,SAAB,S600,2006,45718,5427,1086
2019-03-29,80,TOFAS,SAHIN,2015,9123,3942,784
2019-02-03,13,FORD,S350,2004,46070,9957,1143
2018-07-18,27,FİAT,500L,2000,112825,3476,334
2018-10-06,74,AUDİ,S600,2015,133048,412,651
2019-03-15,36,AUDİ,E200,2014,132624,4972,1234
2019-06-12,36,SAAB,S600,2014,57448,8385,478
2019-04-29,50,AUDİ,S600,2014,185501,5663,1354
2018-04-04,2,TOFAS,KARTAL,2002,59763,4544,1216
2019-08-21,61,TESLA,A180,2014,68523,6954,1774
2019-09-05,27,VOLVO,S600,2001,67034,8049,1696
2018-03-28,1,TESLA,S600,2013,3137,123,1881
2018-04-23,43,FİAT,500,2013,116770,2592,734
2018-11-24,36,VOLVO,E200,2009,90624,4054,498
2018-01-10,59,WOLKSWAGEN,E200,2004,61414,6355,1952
2018-01-24,48,FORD,S350,2016,50269,1264,1122
2018-06-23,31,TESLA,S600,2011,174122,1835,1652
2019-05-23,51,SAAB,S600,2017,9440,5309,429
2018-07-31,51,SAAB,S350,2010,177140,1589,1598
2019-01-30,44,AUDİ,A180,2000,173290,5084,1771
2019-02-15,12,SAAB,A180,2015,110992,905,499
2018-05-16,14,TOFAS,KARTAL,2014,81442,724,1719
2019-01-11,48,TESLA,E200,2002,16307,8497,963
2018-12-20,74,SAAB,S600,2011,31679,5606,922
2019-11-07,80,FİAT,500,2007,10216,125,686
2019-09-23,26,FİAT,500L,2004,108856,8840,1566
2019-05-18,42,WOLKSWAGEN,E200,2003,29565,2962,460
2019-05-25,17,FORD,E200,2000,87650,7153,636
2018-02-11,7,SAAB,A180,2008,117819,968,386
2019-11-26,35,AUDİ,S600,2013,22588,6309,931
2019-01-25,1,TESLA,S350,2002,61378,9658,1870
2018-03-08,1,TESLA,S350,2016,111379,6146,1243
2019-11-11,67,WOLKSWAGEN,S350,2004,181141,8573,952
2019-12-20,33,TESLA,S600,2013,89971,2498,1973
2019-10-13,71,MERCEDES,S350,2006,165507,7964,1800
2018-11-15,69,TOFAS,KARTAL,2000,12775,4967,454
2018-11-11,19,VOLVO,A180,2016,48868,8389,888
2018-01-22,9,WOLKSWAGEN,A180,2010,150093,6754,578
2019-08-07,68,AUDİ,E200,2001,184881,6676,1304
2018-06-07,8,SAAB,S350,2006,70513,279,1713
2019-10-04,80,TESLA,S350,2016,71714,5915,1194
2019-01-25,20,AUDİ,E200,2013,63724,5361,1911
2019-12-05,38,TOFAS,KARTAL,2017,60180,1184,653
2019-04-09,69,BMW,A180,2004,37771,2593,1836
2019-12-24,27,TESLA,S350,2013,198791,6197,1072
2019-07-05,16,VOLVO,S350,2005,120036,9154,1024
2018-05-09,73,FİAT,DOBLO,2016,186205,2512,1955
2018-01-12,67,VOLVO,S600,2000,115016,8462,1632
2018-04-13,35,SAAB,E200,2015,2755,889,1265
2019-02-08,2,TOFAS,SAHIN,2013,90954,5353,1652
2019-05-31,57,FİAT,DOBLO,2005,184968,1464,1470
2018-08-26,38,FİAT,500,2005,155928,923,1714
2019-09-03,57,MERCEDES,E200,2014,47060,1652,1942
2019-01-05,53,FORD,E200,2002,124787,8221,1429
2019-07-08,56,BMW,S350,2017,158445,5630,608
2019-03-12,55,FORD,A180,2012,158679,2474,1279
2018-08-28,71,FORD,E200,2017,132855,7330,1664
2018-05-13,75,TOFAS,KARTAL,2016,136189,918,1634
2019-08-23,13,FİAT,500,2008,164995,3990,948
2018-05-30,55,TESLA,A180,2013,56174,9734,1972
2019-10-21,63,FİAT,500L,2009,23231,8521,1734
2019-12-06,51,AUDİ,S350,2017,193960,2837,1856
2019-10-28,35,VOLVO,S600,2007,48377,5130,1054
2018-02-23,63,MERCEDES,A180,2010,192700,1232,515
2019-06-11,49,AUDİ,A180,2012,183843,9691,421
2019-09-17,62,WOLKSWAGEN,S350,2011,105726,3393,1623
2019-05-21,47,WOLKSWAGEN,S350,2017,138888,435,1184
2019-03-26,15,WOLKSWAGEN,E200,2015,15162,4612,382
2018-09-19,32,FORD,S600,2016,94528,5909,770
2018-09-28,38,AUDİ,S350,2004,144217,5378,1180
2018-01-15,6,BMW,E200,2001,55883,8090,1089
2018-04-15,74,WOLKSWAGEN,E200,2001,88458,2093,842
2019-07-04,24,TOFAS,KARTAL,2007,68321,4008,1520
2019-09-15,61,FORD,E200,2007,40079,6962,653
2018-07-10,32,FİAT,EGEA,2004,133330,6344,444
2018-08-04,42,WOLKSWAGEN,S600,2007,114574,3875,1796
2018-10-01,41,BMW,A180,2010,91475,4416,1822
2019-12-30,80,FORD,E200,2007,50919,7964,1522
2019-08-10,8,BMW,E200,2017,35568,9830,1274
2019-05-24,45,FİAT,500,2016,179453,5833,1067
2018-07-19,46,TOFAS,DOGAN,2000,140088,6776,748
2018-12-22,35,VOLVO,E200,2013,146282,6803,1932
2019-09-08,24,WOLKSWAGEN,E200,2011,94301,8288,1331
2019-10-08,20,VOLVO,S600,2014,30417,5822,551
2019-10-16,48,SAAB,E200,2017,130460,9221,340
2019-07-20,42,MERCEDES,E200,2006,160848,2618,261
2018-08-12,77,BMW,A180,2006,131076,763,1530
2019-01-02,39,VOLVO,S600,2003,193332,3640,991
2019-03-03,40,FİAT,EGEA,2016,78121,1407,1701
2018-01-10,39,SAAB,A180,2001,74692,7183,1332
2019-04-15,29,WOLKSWAGEN,E200,2010,135122,1494,1281
2018-04-23,2,SAAB,S600,2005,120403,6191,734
2018-11-08,23,VOLVO,E200,2009,181298,5930,401
2019-11-27,29,WOLKSWAGEN,S350,2001,43747,9539,715
2018-12-30,68,FİAT,EGEA,2004,198114,1443,1347
2019-06-13,16,TESLA,S350,2015,144551,7313,672
2018-12-08,22,TESLA,S600,2010,11381,4749,1429
2018-05-15,6,TOFAS,DOGAN,2008,178794,6482,624
2018-12-14,1,SAAB,S600,2016,92012,8354,1333
2018-07-22,70,BMW,E200,2008,41111,3901,1540
2019-03-27,81,TESLA,S350,2003,3290,8063,1746
2018-06-28,13,VOLVO,E200,2000,166173,2775,1793
2019-06-11,53,BMW,S350,2008,77825,102,367
2018-05-07,4,AUDİ,A180,2017,174742,1276,1229
